jobNumber,job_title,job_location,job_description,original_link,original_link_clean,job_company,job_money_unchanged,job_money,salary_description,range_lower,range_upper,original_link_emails,original_link_telephones,image_src_link,image_src_link_path,image_src_link_file,image_link,job_date,indeed_date,original_plain_text,original_html,company_description_indeed,company_revenue_indeed,company_employees_indeed,company_industry_indeed,company_links_indeed
161916,Casual and Part Time Retail Team Member Supercheap Auto Clar...,Perth WA,"With more than 640 stores, Super Retail Group is one of Australasia's largest and most successful retail organisations....",http://careers.pageuppeople.com/mob/437/caw/en/job/837332/casual-and-part-time-retail-team-member-supercheap-auto-clarkson?source=IND,http://careers.pageuppeople.com/mob/437/caw/en/job/837332/casual-and-part-time-retail-team-member-supercheap-auto-clarkson?,Supercheap Auto,,,,,,,,,,,/cmp/Supercheap-Auto?from=SERP&campaignid=serp-linkcompanyname&fromjk=8612d7dfe670e616&jcid=f7125ec88bfa993f,01-05-2016_16:00,Just posted,"
Powered by PageUp
Great brand. Great team. Great rewards. Great opportunities.

Oops! Please check your email for errors!
Ok, we will send you jobs like this.
We will email you new jobs that match this search.
Back to listRefer a friend

Advertised:May 03 2016W. Australia Standard TimeApplication close:May 17 2016W. Australia Standard Time
#LI-DNP
Closing date subject to change
For more information or to apply, visitwww.shareourpassion.com

About us:With more than 640 stores, Super Retail Group is one of Australasia's largest and most successful retail organisations. Our supportive team culture, extensive professional development opportunities, and team benefits such as discounts across all our brands are just some of the reasons our 12,000 team members tell us Super Retail Group is a great place to work.
About you:As a key player in our high-performing team you'll demonstrate initiative, thrive in a fast paced environment, deliver great communication and customer service, and have sound PC, literacy and numeracy skills. Previous experience within a specialist retail environment is desirable but not essential.
About the role:As a member of our dynamic retail team you will be an actively involved in our success, showing outstanding performance in the following areas:
Supercheap Auto Clarksonis seeking the next talented member of our passionate and energetic team. You will be a valued contributor to our store, bringing experience gained from previous fast-paced roles. Supercheap Auto  offers a dynamic and flexible team environment with great financial incentives and a clear pathway to ongoing career opportunities.
Fuel your passion and drive your career at Australasia's leading automotive retail brand
Agency:Supercheap AutoJob no:837332Work type:Part TimeLocation:WA - Perth Northern Suburbs &  JoondalupCategories:Retail
",,"Super Cheap Auto Group Limited is an Australia-based company. The principal activities of the Company consisted of the retailing of auto parts and accessories, tools and equipment, boating, camping, and fishing equipment. The segments of the Company consists of supercheap auto, which consists of retail and distribution of motor vehicle spare parts and",$720.8 Million,1001 to 5000,Retail,http://www.supercheapauto.com
162066,Stocktake/Logistics,Eagle Farm QLD,"The successful applicant must have a warehousing background with previous logistic experience, good with numbers and strong attention to detail, own transport...",https://jobsearch.gov.au/Job/View/Details/2275197219?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,https://jobsearch.gov.au/Job/View/Details/2275197219,,,,,,,,,,,,,01-05-2016_16:00,Just posted,"Stocktake/Logistics - EAGLE FARM
Education:
The most common level of educational attainment for Storepersons is Years 11 and 10 (36.1 per cent).
Description:
Storepersons receive, handle and despatch goods in stores and warehouses.
For information about working in Australia contact theDepartment of Immigration and Border ProtectionExternal link. Opens in a new window.
Warning:Jobs may be filled by the time you make an enquiry
Seeking 3x Stocktake/Logistics Persons to work is large distribution centre located in Eagle Farm. The successful applicant must have a warehousing background with previous logistic experience, good with numbers and strong attention to detail, own transport and forklift licence is an advantage. This is afternoon shift from 2pm-10pm M-F. Ongoing employment. $23.09 per hour.
Sign in with AusKey to manage your wage subsidy
Wage subsidy
Sign in or register as an employer
Employer
Sign in or register as a job seeker through myGov
Job seeker
Search for jobs in the resources sector right across Australia
Resources Sector Jobs Board
Helping young people to start work or continue their education
Transition to Work
Get real life work experience for up to 4 weeks to gain skills and confidence
National Work Experience Programme
Find activities to build new skills, experience and confidence
Work for the dole
Be your own boss with the New Enterprise Incentive Scheme
Start your own business
Find out your rights if you’re going to have a baby
Support for working parents
Search for jobs for Indigenous Australians
Indigenous jobs
Find work harvesting fruit and vegies
Harvest jobs
Find out how jobactive works
jobactive for job seekers
Your local jobactive provider can help you find and keep a job
Find a provider
Thousands of jobs online right now
Find a job
Trial a job seeker through work experience before you hire them
National Work Experience Programme
Get help to employ workers with disability
Hire people with disability
Get help with your payroll to employ new staff
Get a wage subsidy
All you need to know about hiring an apprentice
Hire an apprentice
Get up to $10,000 for hiring a mature age worker
Restart for over 50s
The latest news in recruitment
jobactive blog
Find out how jobactive works
jobactive for employers
Your local provider can help find candidates at no cost to you
Get help with your recruitment
Advertise to thousands of candidates at no cost to you
Advertise a job
",,,,,,
161934,Pizza Maker,Zillmere QLD,General cleaning duties. Meet & greet customers on the phone and in person. Pizza Maker responsibilities:....,https://training.dominos.com.au/careers/position.php?id=2251&source=external&back=index&Codes=ind,https://training.dominos.com.au/careers/position.php?id=2251&source=external&back=index&Codes=ind,Domino's,$29.89 - $33.41 an hour,29.89 - 33.41,an hour,29.89,33.41,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/ae60631644a125f59daefc53ca68d387.png,https://d2q79iu7y748jz.cloudfront.net/s/_logo,ae60631644a125f59daefc53ca68d387.png,/cmp/Domino's?from=SERP&campaignid=serp-linkcompanyname&fromjk=b09df3444f313d18&jcid=788a7fd79eec1d60,01-05-2016_16:00,Just posted,"Additional responsibilities (if required):
Pizza Maker responsibilities:
Location:
        ZillmerePosted on:
        03 May 2016
",,"Our roots date back to a single store that opened in 1960 in Ypsilanti, Mich. Since then, Domino’s has grown to become a global brand known for innovation. From tasty new menu items and a revamp of the Domino’s experience to the development of a Sync system that makes placing an order from your car a cinch, we’re all about making every day better than",$5bn to $10bn (AUD),10000,Food and Beverages,https://order.dominos.com/en/
162064,Lakehaven - Store Manager,Australia,"An outstanding employee discount program across the Adairs Retail Group. If you are passionate about retail, love homewares, want to work in an amazing culture...",http://advanceatadairs.worldmanager.com/careers/position.php?id=1748&source=external&back=index&source=Indeed,http://advanceatadairs.worldmanager.com/careers/position.php?id=1748&source=external&back=index,Adairs,,,,,,,,,,,,01-05-2016_16:00,Just posted,"Don't let this opportunity pass you. Click on the 'Apply Now' button below to express your interest.

If you are passionate about retail, love homewares, want to work in an amazing culture and are committed to delivering outstanding business results, then we want to hear from you!

An Adairs career offers you:

Our vision for your career is 'Start here, Go anywhere'; we are committed to providing an environment where you can reach your career goals, whatever they may be.

As an Adairs Store Manager you are:
As a leader you will be passionate, driven and dedicated to leading your store to achieve success through motivating and inspiring your team to reach their full potential.

A great opportunity now exists for a customer driven, sales focused and experience leader to join our winning team at Adairs.
The Role

Adairs is Australia's leading specialist retailer of manchester and homewares, with over 125 stores nationally.   The Adairs Retail Group prides itself in generously rewarding positive results; we value passion, teamwork, and persistence.
Adairs
Location:
        LakehavenPosted on:
        03 May 2016
",,,,,,
161996,Tradelink Branch Assistant - Kunda Park,Queensland,"Reporting to the Branch Manager, your duties will be varied and include liaising with retail and trade customers face to face and via phone regarding product...",https://jobs.fbcareers.com/jobtools/jncustomsearch.viewFullSingle?in_organid=14693&in_jncounter=222634500&in_site=Indeed,https://jobs.fbcareers.com/jobtools/jncustomsearch.viewFullSingle?in_organid=14693&in_jncounter=222634500,FLETCHER BUILDING,,,,,,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/ae27a6f11671aee795f977efb7fa4bf5,https://d2q79iu7y748jz.cloudfront.net/s/_logo,ae27a6f11671aee795f977efb7fa4bf5,/cmp/Fletcher-Building?from=SERP&campaignid=serp-linkcompanyname&fromjk=154f1641932391c6&jcid=2fd3b842f6a826ce,01-05-2016_16:00,Just posted,"
To submit your application, please click the apply button now.
You will have the opportunity to work within a positive team environment and as part of theFletcher Building Group, you will have access to training and future career development and prospects.
We want to hear from people who can listen, strike up a conversation and really sell Tradelink products. Whilst you don’t need plumbing product or industry knowledge, this experience is highly advantageous. You’ve got to have a positive attitude, enthusiastic approach and excellent communication skills. As this role involves driving, we also require you to have a clean manual driver’s licence with a forklift licence desirable. You will be required to have a minimum of basic computer skills. This role may involve some heavy lifting, so you’ll also need to be physically fit.
Reporting to the Branch Manager, your duties will be varied and include liaising with retail and trade customers face to face and via phone regarding product enquiries and deliveries; sales and sales support including processing of sales orders; performing customer deliveries, as required, in full and on time; perform accurate stock take and cycle counts and daily order entry and completion of documentation.
It’s a busy time for us here at Kunda Park and we’d love to talk to you about an opportunity we have for a Branch Assistant. This position will suit an enthusiastic and motivated individual with a safe, clean driving record, who is interested on joining a quality driven organisation.
Tradelinkis Australia’s biggest name in plumbing supplies for bathrooms, kitchens and laundries, with over 200 branches throughout Australia and 150 years of experience. We are part of Fletcher Building, a diversified global building industry company.
",,,$5bn to $10bn (AUD),10000,,https://www.linkedin.com/company/fletcher-building/careers
162070,Solutions Sales Engineer,Remote,And drive technical closureOrganize portfolio specific technology briefings in Customer account and ensure that the relevant Customer technical teams have been...,https://veritas.wd1.myworkdayjobs.com/en-US/careers/job/Australia-Remote/Solutions-Sales-Engineer_41168-1?source=170,https://veritas.wd1.myworkdayjobs.com/en-US/careers/job/Australia-Remote/Solutions-Sales-Engineer_41168-1?source=170,Veritas Technologies,,,,,,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/7f2d70f1b00cdb631cac5905791e914d,https://d2q79iu7y748jz.cloudfront.net/s/_logo,7f2d70f1b00cdb631cac5905791e914d,/cmp/Veritas-Technologies?from=SERP&campaignid=serp-linkcompanyname&fromjk=70f9d964e86a3e9a&jcid=455cfc20875b23b9,01-05-2016_16:00,Just posted,,,"Unlock the power of information. Our software and hardware products enable businesses of all sizes, including 86 percent of the global Fortune 500 companies to protect, identify, and manage data within the world’s largest and most complex environments—from traditional data centers to private, public, and hybrid clouds.",,5001 to 10000,Internet and Software,https://www.veritas.com/
161920,Student Services Officer,Clayton VIC,"The successful applicant will be tech-savvy, with excellent communication skills and a relevant qualification and/or experience in administration....",https://login-qa.monash.edu/adfs/ls/?SAMLRequest=hZFPb4JAEMW%2fCtn7%2fsEC1Y2Q2HqoiU2N0h56aRYYFQO7uLNUP34RbGIv9jgzb97k92aKqq4aOWvdXq%2fh2AI6bzGPyVcwFoHw%2fYJCFGY02OYBzUIl6DgcPapsIqIJZMT7AIul0TEZMUG8BWILC41Oade1hB9REVLxkPpCjnwpok%2firaxxJjfVU6mLUu9i0lotjcISpVY1oHS53Mxel7JzlNkgQvmSpiu6etukxJshgnXd0Wejsa3BbsB%2blzm8r5cx2TvXSM5PpxM7mAxpbbTCPTucHdPgmGp5DXUGliMaPgx5ZXalZgqbM%2fHmHX%2bpleuZLmbYufUCelTs6gZFy1WxRV4hJ965rjTKPsb7MM2VnCTTi1r2admb%2ffvr6pebJP9STvnNhWSo%2fj45%2bQE%3d,https://login-qa.monash.edu/adfs/ls/?SAMLRequest=hZFPb4JAEMW%2fCtn7%2fsEC1Y2Q2HqoiU2N0h56aRYYFQO7uLNUP34RbGIv9jgzb97k92aKqq4aOWvdXq%2fh2AI6bzGPyVcwFoHw%2fYJCFGY02OYBzUIl6DgcPapsIqIJZMT7AIul0TEZMUG8BWILC41Oade1hB9REVLxkPpCjnwpok%2firaxxJjfVU6mLUu9i0lotjcISpVY1oHS53Mxel7JzlNkgQvmSpiu6etukxJshgnXd0Wejsa3BbsB%2blzm8r5cx2TvXSM5PpxM7mAxpbbTCPTucHdPgmGp5DXUGliMaPgx5ZXalZgqbM%2fHmHX%2bpleuZLmbYufUCelTs6gZFy1WxRV4hJ965rjTKPsb7MM2VnCTTi1r2admb%2ffvr6pebJP9STvnNhWSo%2fj45%2bQE%3d,Monash University,,,,,,,,,,,/cmp/Monash-University?from=SERP&campaignid=serp-linkcompanyname&fromjk=0f77af1a6b545203&jcid=32277d92eb8a3eca,01-05-2016_16:00,Just posted,"JavaScript required
To find out if your web browser supports JavaScript or to enable JavaScript, see web browser help.
JavaScript is required. This web browser does not support JavaScript or JavaScript in this web browser is not enabled.
",,"Named after engineer, military leader and public administrator Sir John Monash, Monash University was established by an Act of Parliament in 1958. When the first students began their studies at the foundation campus in Clayton in 1961, Monash became the first university established in the state of Victoria in over 100 years.",,,,http://www.monash.edu.au/
162057,Brand New Homemaker! Tuggerah - Store Manager,Tuggerah NSW,"An outstanding employee discount program across the Adairs Retail Group. If you are passionate about retail, love homewares, want to work in an amazing culture...",http://advanceatadairs.worldmanager.com/careers/position.php?id=1750&source=external&back=index&source=Indeed,http://advanceatadairs.worldmanager.com/careers/position.php?id=1750&source=external&back=index,Adairs,,,,,,,,,,,,01-05-2016_16:00,Just posted,"Don't let this opportunity pass you. Click on the 'Apply Now' button below to express your interest.

If you are passionate about retail, love homewares, want to work in an amazing culture and are committed to delivering outstanding business results, then we want to hear from you!

An Adairs career offers you:

Our vision for your career is 'Start here, Go anywhere'; we are committed to providing an environment where you can reach your career goals, whatever they may be.

As an Adairs Store Manager you are:
As a leader you will be passionate, driven and dedicated to leading your store to achieve success through motivating and inspiring your team to reach their full potential.

A great opportunity now exists for a customer driven, sales focused and experience leader to join our winning team at Adairs.
The Role

Adairs is Australia's leading specialist retailer of manchester and homewares, with over 125 stores nationally.   The Adairs Retail Group prides itself in generously rewarding positive results; we value passion, teamwork, and persistence.
Adairs
Location:
        Tuggerah HomemakerPosted on:
        03 May 2016
",,,,,,
161998,Infantry Officer,Australia,"The Army Reserve General Service Officer First Appointment Course (ARes GSO FAC) focuses on instilling Army's values (courage, initiative, respect and teamwork)...",http://www.defencejobs.gov.au/army/jobs/InfantryOfficer/?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,http://www.defencejobs.gov.au/army/jobs/InfantryOfficer/,Army Reserve,,,,,,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/538095c4d39278360d6d62598b8e5a88,https://d2q79iu7y748jz.cloudfront.net/s/_logo,538095c4d39278360d6d62598b8e5a88,/cmp/U.S.-Army-Reserve?from=SERP&campaignid=serp-linkcompanyname&fromjk=9dadfa4bc2686cdc&jcid=3aa832924a2bbaa5,01-05-2016_16:00,Just posted,"Army | Challenge Yourself
Defence Force Recruiting welcomes your feedback via ouronline form
{{extraInfo.Breakout.ButtonText}}
",,WHAT IS THE U.S. ARMY MADE OF?,,,,
162055,Civil Construction Labourers,Port Macquarie NSW,"A civil construction company are currently seeking labourers to assist with a project based near Glen Innes. To apply for this role, you must posses a valid",https://jobsearch.gov.au/Job/View/Details/2275163256?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,https://jobsearch.gov.au/Job/View/Details/2275163256,,,,,,,,,,,,,01-05-2016_16:00,Just posted,"Civil Construction Labourers - PORT MACQUARIE
Education:
The most common level of educational attainment for Other Miscellaneous Labourers is Years 11 and 10 (29.2 per cent).
Description:
This unit group covers Labourers not elsewhere classified.
For information about working in Australia contact theDepartment of Immigration and Border ProtectionExternal link. Opens in a new window.
Warning:Jobs may be filled by the time you make an enquiry
Interested persons can obtain further information regarding this role by contacting Joblink Plus Glen Innes or can apply by forwarding their resume to the E-mail address provided.
A civil construction company are currently seeking labourers to assist with a project based near Glen Innes.  To apply for this role, you must posses a valid Construction Induction White card, be physically fit, reliable, be willing to learn and not be afraid of hard work.  Employment will be on a Full time basis until the end of the project.  It should be noted Drug and alcohol screening will form a mandatory component of the employment screening process.
Sign in with AusKey to manage your wage subsidy
Wage subsidy
Sign in or register as an employer
Employer
Sign in or register as a job seeker through myGov
Job seeker
Search for jobs in the resources sector right across Australia
Resources Sector Jobs Board
Helping young people to start work or continue their education
Transition to Work
Get real life work experience for up to 4 weeks to gain skills and confidence
National Work Experience Programme
Find activities to build new skills, experience and confidence
Work for the dole
Be your own boss with the New Enterprise Incentive Scheme
Start your own business
Find out your rights if you’re going to have a baby
Support for working parents
Search for jobs for Indigenous Australians
Indigenous jobs
Find work harvesting fruit and vegies
Harvest jobs
Find out how jobactive works
jobactive for job seekers
Your local jobactive provider can help you find and keep a job
Find a provider
Thousands of jobs online right now
Find a job
Trial a job seeker through work experience before you hire them
National Work Experience Programme
Get help to employ workers with disability
Hire people with disability
Get help with your payroll to employ new staff
Get a wage subsidy
All you need to know about hiring an apprentice
Hire an apprentice
Get up to $10,000 for hiring a mature age worker
Restart for over 50s
The latest news in recruitment
jobactive blog
Find out how jobactive works
jobactive for employers
Your local provider can help find candidates at no cost to you
Get help with your recruitment
Advertise to thousands of candidates at no cost to you
Advertise a job
",,,,,,
